date,category,item1,item2,item3,item4,difficulty
08-22,Language domains 6,Naming,Fluency,Comprehension,Repetition,yellow
08-23,Common mononeuropathies 14,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
08-23,Brodmann areas 1–4 6,BA1,BA2,BA3,BA4,yellow
08-23,ASMs: Na⁺ channel blockers 7,Carbamazepine,Phenytoin,Lamotrigine,Lacosamide,green
08-23,Bacterial meningitis (adult) 15,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
08-24,PCA segments 7,P1,P2,P3,P4,green
08-24,Brodmann areas 41–44 6,BA41,BA42,BA43,BA44,yellow
08-24,CNS infections (immunocompromised) 15,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
08-24,Dopaminergic pathways 14,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
08-25,Dural venous sinuses 7,Superior sagittal,Transverse,Sigmoid,Straight,green
08-25,Brodmann areas 29–32 6,BA29,BA30,BA31,BA32,yellow
08-25,Paraneoplastic Abs 15,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
08-25,Cerebellar deep nuclei 14,Dentate,Emboliform,Globose,Fastigial,blue
08-26,Peripheral nerve fiber types 6,A-alpha,A-beta,A-delta,C,yellow
08-26,Stroke etiologies (TOAST) 7,Large artery,Cardioembolic,Small vessel,Other,green
08-26,Neuromuscular junction disorders 14,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
08-26,Antiplatelets for stroke 15,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
08-27,GBS variants 15,AIDP,AMAN,AMSAN,Miller Fisher,purple
08-27,Major spinal cord tracts 7,Lateral corticospinal,Spinothalamic,Dorsal column–ML,Spinocerebellar,green
08-27,Cranial nerves 3 6,CN IX (Glossopharyngeal),CN X (Vagus),CN XI (Spinal accessory),CN XII (Hypoglossal),yellow
08-27,Demyelination on NCS/EMG 14,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
08-28,Spinal nerve roots L5–S3 7,L5,S1,S2,S3,green
08-28,Primitive reflexes 7,Grasp,Suck,Rooting,Moro,yellow
08-28,Toxic neuropathies 16,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
08-28,Migraine abortives 14,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
08-29,Cerebellar arteries 7,SCA,AICA,PICA,PICA tonsillar,green
08-29,Basal ganglia nuclei 14,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
08-29,Direct oral anticoagulants 16,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
08-29,Attention domains 7,Sustained,Selective,Alternating,Divided,yellow
08-30,Cerebral lobes 7,Frontal,Parietal,Temporal,Occipital,yellow
08-30,Mitochondrial disorders 16,MELAS,MERRF,LHON,Leigh,purple
08-30,MCA segments 7,M1,M2,M3,M4,green
08-30,Gait abnormalities 14,Frontal,Spastic,Sensory ataxic,Antalgic,blue
08-31,Encephalitis causes 16,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
08-31,Brodmann areas 5–8 7,BA5,BA6,BA7,BA8,yellow
08-31,Thunderclap etiologies 14,SAH,RCVS,Cervical dissection,CVT,blue
08-31,Visual field defects 7,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,green
09-01,Autoimmune encephalitis Abs 16,Anti-NMDA,LGI1,CASPR2,GAD65,purple
09-01,Dermatomes C6–T1 7,C6,C7,C8,T1,yellow
09-01,Phakomatoses vascular 14,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
09-01,Spinal nerve roots T5–T8 7,T5,T6,T7,T8,green
09-02,Common neurotransmitters 7,Glutamate,GABA,Dopamine,Serotonin,yellow
09-02,Huntington disease features 16,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
09-02,Pupillary syndromes 7,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,green
09-02,Neurocutaneous disorders 14,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
09-03,Trigeminal autonomic cephalalgias 14,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
09-03,Basilar perforators (zones) 7,Paramedian,Short circumferential,Long circumferential,Pontine tegmental,green
09-03,Herpesviridae CNS 16,HSV-1,HSV-2,VZV,CMV,purple
09-03,Memory systems 7,Working,Episodic,Semantic,Procedural,yellow
09-04,Dermatomes C2–C5 7,C2,C3,C4,C5,yellow
09-04,Migraine preventives 14,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
09-04,Leukodystrophies 16,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
09-04,Cranial nerves with parasympathetics 7,III,VII,IX,X,green
09-05,Gait patterns 7,Hemiparetic,Ataxic,Steppage,Parkinsonian,yellow
09-05,CNS demyelinating disorders 14,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
09-05,Trinucleotide repeats 16,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
09-05,ACA segments 7,A1,A2,A3,A4,green
09-06,Common reflexes 7,Biceps,Triceps,Patellar,Achilles,yellow
09-06,NMJ antibodies 16,AChR,MuSK,LRP4,P/Q-type VGCC,purple
09-06,Motor neuron diseases 14,ALS,SMA,PLS,PMA,blue
09-06,Aphasia types 7,Broca,Wernicke,Conduction,Global,green
09-07,Lysosomal storage (neuro) 16,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
09-07,Early ischemic CT signs 7,Hyperdense MCA,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
09-07,Cranial nerves 1 7,CN I (Olfactory),CN II (Optic),CN III (Oculomotor),CN IV (Trochlear),yellow
09-07,Cerebral herniation types 14,Subfalcine,Uncal,Tonsillar,Upward,blue
09-08,Basal ganglia loops 14,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
09-08,Perfusion mismatch terms 7,Core,Penumbra,Mismatch ratio,Tmax delay,green
09-08,Bacterial meningitis (adult) 16,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
09-08,Cranial nerves 2 7,CN V (Trigeminal),CN VI (Abducens),CN VII (Facial),CN VIII (Vestibulocochlear),yellow
09-09,Spinal nerve roots C5–C8 7,C5,C6,C7,C8,green
09-09,Pyramidal vs extrapyramidal signs 15,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
09-09,CNS infections (immunocompromised) 16,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
09-09,Brodmann areas 17–20 7,BA17,BA18,BA19,BA20,yellow
09-10,Common mononeuropathies 15,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
09-10,Dermatomes T2–T5 7,T2,T3,T4,T5,yellow
09-10,Hemorrhage on CT 7,Epidural,Subdural,Subarachnoid,Intraparenchymal,green
09-10,Paraneoplastic Abs 16,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
09-11,Dopaminergic pathways 15,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
09-11,Association fiber tracts 7,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
09-11,Antiplatelets for stroke 16,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
09-11,Sleep stages 7,N1,N2,N3,REM,yellow
09-12,Spinal nerve roots T9–T12 7,T9,T10,T11,T12,green
09-12,GBS variants 16,AIDP,AMAN,AMSAN,Miller Fisher,purple
09-12,Cerebellar deep nuclei 15,Dentate,Emboliform,Globose,Fastigial,blue
09-12,Common stroke imaging 7,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
09-13,Neuromuscular junction disorders 15,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
09-13,Susceptibility findings 7,Blooming on SWI,Microbleeds,Cavernoma,Hemorrhagic staining,green
09-13,Toxic neuropathies 17,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
09-13,Brodmann areas 9–12 7,BA9,BA10,BA11,BA12,yellow
09-14,Demyelination on NCS/EMG 15,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
09-14,Direct oral anticoagulants 17,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
09-14,Status epilepticus sequence 7,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,green
09-14,Brodmann areas 33–36 7,BA33,BA34,BA35,BA36,yellow
09-15,Mitochondrial disorders 17,MELAS,MERRF,LHON,Leigh,purple
09-15,Normal EEG rhythms 7,Alpha,Beta,Theta,Delta,green
09-15,Migraine abortives 15,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
09-15,Dermatomes S1–S4 7,S1,S2,S3,S4,yellow
09-16,Meninges 7,Dura mater,Arachnoid mater,Pia mater,Subarachnoid space,yellow
09-16,Encephalitis causes 17,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
09-16,Basal ganglia nuclei 15,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
09-16,Prehospital LVO scales 7,RACE,LAMS,FAST-ED,PASS,green
09-17,Parkinson cardinal features 7,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
09-17,Autoimmune encephalitis Abs 17,Anti-NMDA,LGI1,CASPR2,GAD65,purple
09-17,Gait abnormalities 15,Frontal,Spastic,Sensory ataxic,Antalgic,blue
09-17,Spinal nerve roots L1–L4 7,L1,L2,L3,L4,green
09-18,Brodmann areas 37–40 7,BA37,BA38,BA39,BA40,yellow
09-18,Huntington disease features 17,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
09-18,Post-stroke complications 7,Hemorrhagic transformation,Edema,Seizure,Depression,green
09-18,Thunderclap etiologies 15,SAH,RCVS,Cervical dissection,CVT,blue
09-19,Generalized epilepsy ASMs 7,Valproate,Levetiracetam,Ethosuximide,Lamotrigine,green
09-19,Ventricular system 7,Lateral ventricle,Third ventricle,Fourth ventricle,Cerebral aqueduct,yellow
09-19,Herpesviridae CNS 17,HSV-1,HSV-2,VZV,CMV,purple
09-19,Phakomatoses vascular 15,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
09-20,Brodmann areas 25–28 7,BA25,BA26,BA27,BA28,yellow
09-20,Neurocutaneous disorders 15,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
09-20,Leukodystrophies 17,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
09-20,LVO territory 7,ICA terminus,M1,M2 superior,M2 inferior,green
09-21,Trigeminal autonomic cephalalgias 15,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
09-21,Trinucleotide repeats 17,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
09-21,Dermatomes T6–T9 7,T6,T7,T8,T9,yellow
09-21,Focal epilepsy ASMs 7,Carbamazepine,Oxcarbazepine,Levetiracetam,Lacosamide,green
09-22,Circle of Willis 7,ACA,MCA,PCA,PCoA,green
09-22,Dementia types 7,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
09-22,NMJ antibodies 17,AChR,MuSK,LRP4,P/Q-type VGCC,purple
09-22,Migraine preventives 15,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
09-23,Lysosomal storage (neuro) 17,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
09-23,CNS demyelinating disorders 15,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
09-23,Pediatric epilepsy syndromes 7,West,Lennox–Gastaut,Dravet,Childhood absence,green
09-23,Brodmann areas 13–16 7,BA13,BA14,BA15,BA16,yellow
09-24,Bacterial meningitis (adult) 17,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
09-24,Cerebellar signs 7,Dysmetria,Dysdiadochokinesia,Intention tremor,Ataxia,yellow
09-24,Motor neuron diseases 15,ALS,SMA,PLS,PMA,blue
09-24,Visual pathway anatomy 7,Optic nerve,Optic chiasm,Optic tract,Optic radiations,green
09-25,Spinal nerve roots T1–T4 7,T1,T2,T3,T4,green
09-25,Dermatomes T10–L1 7,T10,T11,T12,L1,yellow
09-25,CNS infections (immunocompromised) 17,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
09-25,Cerebral herniation types 15,Subfalcine,Uncal,Tonsillar,Upward,blue
09-26,Paraneoplastic Abs 17,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
09-26,Basal ganglia loops 15,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
09-26,Vascular imaging 7,CTA,MRA,DSA,CT Perfusion,green
09-26,Normal EEG rhythms 7,Alpha,Beta,Theta,Delta,yellow
09-27,Vertebral artery segments 7,V1,V2,V3,V4,green
09-27,Antiplatelets for stroke 17,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
09-27,Brodmann areas 49–52 7,BA49,BA50,BA51,BA52,yellow
09-27,Pyramidal vs extrapyramidal signs 16,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
09-28,Common mononeuropathies 16,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
09-28,GBS variants 17,AIDP,AMAN,AMSAN,Miller Fisher,purple
09-28,MRI sequences 7,T1,T2,FLAIR,DWI,green
09-28,Brodmann areas 21–24 7,BA21,BA22,BA23,BA24,yellow
09-29,Dopaminergic pathways 16,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
09-29,Dermatomes L2–L5 7,L2,L3,L4,L5,yellow
09-29,Brainstem stroke syndromes 7,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
09-29,Toxic neuropathies 18,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
09-30,Cerebellar deep nuclei 16,Dentate,Emboliform,Globose,Fastigial,blue
09-30,Direct oral anticoagulants 18,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
09-30,Brodmann areas 45–48 7,BA45,BA46,BA47,BA48,yellow
09-30,Spinal nerve roots C1–C4 8,C1,C2,C3,C4,green
10-01,ASMs: Na⁺ channel blockers 8,Carbamazepine,Phenytoin,Lamotrigine,Lacosamide,green
10-01,Neuromuscular junction disorders 16,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
10-01,Mitochondrial disorders 18,MELAS,MERRF,LHON,Leigh,purple
10-01,Language domains 7,Naming,Fluency,Comprehension,Repetition,yellow
10-02,PCA segments 8,P1,P2,P3,P4,green
10-02,Demyelination on NCS/EMG 16,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
10-02,Encephalitis causes 18,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
10-02,Brodmann areas 1–4 7,BA1,BA2,BA3,BA4,yellow
10-03,Dural venous sinuses 8,Superior sagittal,Transverse,Sigmoid,Straight,green
10-03,Autoimmune encephalitis Abs 18,Anti-NMDA,LGI1,CASPR2,GAD65,purple
10-03,Brodmann areas 41–44 7,BA41,BA42,BA43,BA44,yellow
10-03,Migraine abortives 16,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
10-04,Brodmann areas 29–32 7,BA29,BA30,BA31,BA32,yellow
10-04,Stroke etiologies (TOAST) 8,Large artery,Cardioembolic,Small vessel,Other,green
10-04,Huntington disease features 18,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
10-04,Basal ganglia nuclei 16,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
10-05,Peripheral nerve fiber types 7,A-alpha,A-beta,A-delta,C,yellow
10-05,Herpesviridae CNS 18,HSV-1,HSV-2,VZV,CMV,purple
10-05,Gait abnormalities 16,Frontal,Spastic,Sensory ataxic,Antalgic,blue
10-05,Major spinal cord tracts 8,Lateral corticospinal,Spinothalamic,Dorsal column–ML,Spinocerebellar,green
10-06,Thunderclap etiologies 16,SAH,RCVS,Cervical dissection,CVT,blue
10-06,Spinal nerve roots L5–S3 8,L5,S1,S2,S3,green
10-06,Cranial nerves 3 7,CN IX (Glossopharyngeal),CN X (Vagus),CN XI (Spinal accessory),CN XII (Hypoglossal),yellow
10-06,Leukodystrophies 18,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
10-07,Trinucleotide repeats 18,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
10-07,Phakomatoses vascular 16,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
10-07,Cerebellar arteries 8,SCA,AICA,PICA,PICA tonsillar,green
10-07,Primitive reflexes 8,Grasp,Suck,Rooting,Moro,yellow
10-08,Neurocutaneous disorders 16,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
10-08,Attention domains 8,Sustained,Selective,Alternating,Divided,yellow
10-08,MCA segments 8,M1,M2,M3,M4,green
10-08,NMJ antibodies 18,AChR,MuSK,LRP4,P/Q-type VGCC,purple
10-09,Visual field defects 8,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,green
10-09,Cerebral lobes 8,Frontal,Parietal,Temporal,Occipital,yellow
10-09,Trigeminal autonomic cephalalgias 16,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
10-09,Lysosomal storage (neuro) 18,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
10-10,Migraine preventives 16,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
10-10,Spinal nerve roots T5–T8 8,T5,T6,T7,T8,green
10-10,Brodmann areas 5–8 8,BA5,BA6,BA7,BA8,yellow
10-10,Bacterial meningitis (adult) 18,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
10-11,Dermatomes C6–T1 8,C6,C7,C8,T1,yellow
10-11,Pupillary syndromes 8,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,green
10-11,CNS infections (immunocompromised) 18,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
10-11,CNS demyelinating disorders 16,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
10-12,Common neurotransmitters 8,Glutamate,GABA,Dopamine,Serotonin,yellow
10-12,Basilar perforators (zones) 8,Paramedian,Short circumferential,Long circumferential,Pontine tegmental,green
10-12,Motor neuron diseases 16,ALS,SMA,PLS,PMA,blue
10-12,Paraneoplastic Abs 18,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
10-13,Cranial nerves with parasympathetics 8,III,VII,IX,X,green
10-13,Antiplatelets for stroke 18,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
10-13,Memory systems 8,Working,Episodic,Semantic,Procedural,yellow
10-13,Cerebral herniation types 16,Subfalcine,Uncal,Tonsillar,Upward,blue
10-14,Dermatomes C2–C5 8,C2,C3,C4,C5,yellow
10-14,Basal ganglia loops 16,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
10-14,ACA segments 8,A1,A2,A3,A4,green
10-14,GBS variants 18,AIDP,AMAN,AMSAN,Miller Fisher,purple
10-15,Aphasia types 8,Broca,Wernicke,Conduction,Global,green
10-15,Gait patterns 8,Hemiparetic,Ataxic,Steppage,Parkinsonian,yellow
10-15,Toxic neuropathies 19,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
10-15,Pyramidal vs extrapyramidal signs 17,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
10-16,Common reflexes 8,Biceps,Triceps,Patellar,Achilles,yellow
10-16,Early ischemic CT signs 8,Hyperdense MCA,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
10-16,Common mononeuropathies 17,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
10-16,Direct oral anticoagulants 19,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
10-17,Perfusion mismatch terms 8,Core,Penumbra,Mismatch ratio,Tmax delay,green
10-17,Cranial nerves 1 8,CN I (Olfactory),CN II (Optic),CN III (Oculomotor),CN IV (Trochlear),yellow
10-17,Mitochondrial disorders 19,MELAS,MERRF,LHON,Leigh,purple
10-17,Dopaminergic pathways 17,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
10-18,Cranial nerves 2 8,CN V (Trigeminal),CN VI (Abducens),CN VII (Facial),CN VIII (Vestibulocochlear),yellow
10-18,Spinal nerve roots C5–C8 8,C5,C6,C7,C8,green
10-18,Encephalitis causes 19,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
10-18,Cerebellar deep nuclei 17,Dentate,Emboliform,Globose,Fastigial,blue
10-19,Brodmann areas 17–20 8,BA17,BA18,BA19,BA20,yellow
10-19,Neuromuscular junction disorders 17,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
10-19,Autoimmune encephalitis Abs 19,Anti-NMDA,LGI1,CASPR2,GAD65,purple
10-19,Hemorrhage on CT 8,Epidural,Subdural,Subarachnoid,Intraparenchymal,green
10-20,Dermatomes T2–T5 8,T2,T3,T4,T5,yellow
10-20,Demyelination on NCS/EMG 17,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
10-20,Huntington disease features 19,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
10-20,Association fiber tracts 8,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
10-21,Migraine abortives 17,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
10-21,Herpesviridae CNS 19,HSV-1,HSV-2,VZV,CMV,purple
10-21,Sleep stages 8,N1,N2,N3,REM,yellow
10-21,Spinal nerve roots T9–T12 8,T9,T10,T11,T12,green
10-22,Susceptibility findings 8,Blooming on SWI,Microbleeds,Cavernoma,Hemorrhagic staining,green
10-22,Common stroke imaging 8,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
10-22,Leukodystrophies 19,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
10-22,Basal ganglia nuclei 17,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
10-23,Gait abnormalities 17,Frontal,Spastic,Sensory ataxic,Antalgic,blue
10-23,Brodmann areas 9–12 8,BA9,BA10,BA11,BA12,yellow
10-23,Status epilepticus sequence 8,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,green
10-23,Trinucleotide repeats 19,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
10-24,Thunderclap etiologies 17,SAH,RCVS,Cervical dissection,CVT,blue
10-24,NMJ antibodies 19,AChR,MuSK,LRP4,P/Q-type VGCC,purple
10-24,Normal EEG rhythms 8,Alpha,Beta,Theta,Delta,green
10-24,Brodmann areas 33–36 8,BA33,BA34,BA35,BA36,yellow
10-25,Prehospital LVO scales 8,RACE,LAMS,FAST-ED,PASS,green
10-25,Dermatomes S1–S4 8,S1,S2,S3,S4,yellow
10-25,Phakomatoses vascular 17,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
10-25,Lysosomal storage (neuro) 19,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
10-26,Meninges 8,Dura mater,Arachnoid mater,Pia mater,Subarachnoid space,yellow
10-26,Spinal nerve roots L1–L4 8,L1,L2,L3,L4,green
10-26,Neurocutaneous disorders 17,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
10-26,Bacterial meningitis (adult) 19,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
10-27,Post-stroke complications 8,Hemorrhagic transformation,Edema,Seizure,Depression,green
10-27,Parkinson cardinal features 8,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
10-27,Trigeminal autonomic cephalalgias 17,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
10-27,CNS infections (immunocompromised) 19,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
10-28,Brodmann areas 37–40 8,BA37,BA38,BA39,BA40,yellow
10-28,Migraine preventives 17,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
10-28,Generalized epilepsy ASMs 8,Valproate,Levetiracetam,Ethosuximide,Lamotrigine,green
10-28,Paraneoplastic Abs 19,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
10-29,CNS demyelinating disorders 17,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
10-29,Ventricular system 8,Lateral ventricle,Third ventricle,Fourth ventricle,Cerebral aqueduct,yellow
10-29,Antiplatelets for stroke 19,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
10-29,LVO territory 8,ICA terminus,M1,M2 superior,M2 inferior,green
10-30,Motor neuron diseases 17,ALS,SMA,PLS,PMA,blue
10-30,Focal epilepsy ASMs 8,Carbamazepine,Oxcarbazepine,Levetiracetam,Lacosamide,green
10-30,GBS variants 19,AIDP,AMAN,AMSAN,Miller Fisher,purple
10-30,Brodmann areas 25–28 8,BA25,BA26,BA27,BA28,yellow
10-31,Dermatomes T6–T9 8,T6,T7,T8,T9,yellow
10-31,Cerebral herniation types 17,Subfalcine,Uncal,Tonsillar,Upward,blue
10-31,Toxic neuropathies 20,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
10-31,Circle of Willis 8,ACA,MCA,PCA,PCoA,green
11-01,Pediatric epilepsy syndromes 8,West,Lennox–Gastaut,Dravet,Childhood absence,green
11-01,Direct oral anticoagulants 20,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
11-01,Basal ganglia loops 17,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
11-01,Dementia types 8,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
11-02,Brodmann areas 13–16 8,BA13,BA14,BA15,BA16,yellow
11-02,Visual pathway anatomy 8,Optic nerve,Optic chiasm,Optic tract,Optic radiations,green
11-02,Mitochondrial disorders 20,MELAS,MERRF,LHON,Leigh,purple
11-02,Pyramidal vs extrapyramidal signs 18,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
11-03,Cerebellar signs 8,Dysmetria,Dysdiadochokinesia,Intention tremor,Ataxia,yellow
11-03,Common mononeuropathies 18,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
11-03,Spinal nerve roots T1–T4 8,T1,T2,T3,T4,green
11-03,Encephalitis causes 20,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
11-04,Dermatomes T10–L1 8,T10,T11,T12,L1,yellow
11-04,Vascular imaging 8,CTA,MRA,DSA,CT Perfusion,green
11-04,Autoimmune encephalitis Abs 20,Anti-NMDA,LGI1,CASPR2,GAD65,purple
11-04,Dopaminergic pathways 18,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
11-05,Huntington disease features 20,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
11-05,Vertebral artery segments 8,V1,V2,V3,V4,green
11-05,Cerebellar deep nuclei 18,Dentate,Emboliform,Globose,Fastigial,blue
11-05,Normal EEG rhythms 8,Alpha,Beta,Theta,Delta,yellow
11-06,Brodmann areas 49–52 8,BA49,BA50,BA51,BA52,yellow
11-06,MRI sequences 8,T1,T2,FLAIR,DWI,green
11-06,Neuromuscular junction disorders 18,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
11-06,Herpesviridae CNS 20,HSV-1,HSV-2,VZV,CMV,purple
11-07,Leukodystrophies 20,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
11-07,Brodmann areas 21–24 8,BA21,BA22,BA23,BA24,yellow
11-07,Demyelination on NCS/EMG 18,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
11-07,Brainstem stroke syndromes 8,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
11-08,Dermatomes L2–L5 8,L2,L3,L4,L5,yellow
