date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4,author
Oct06,Thyroid-related neurologic disorders,Myxedema coma,Thyrotoxic periodic paralysis,Hashimoto encephalopathy,Hypothyroid neuropathy,purple,https://www.ncbi.nlm.nih.gov/books/NBK279007/,https://www.ncbi.nlm.nih.gov/sites/books/n/statpearls/article-91319/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3693614/,https://www.mayoclinic.org/diseases-conditions/peripheral-neuropathy/expert-answers/hypothyroidism/faq-20058489,
Oct07,Ventricular system,Lateral ventricle,Third ventricle,Cerebral aqueduct,Fourth ventricle,blue,https://radiopaedia.org/articles/lateral-ventricle?lang=us,https://radiopaedia.org/articles/third-ventricle?lang=us,https://radiopaedia.org/articles/cerebral-aqueduct?lang=us,https://radiopaedia.org/articles/fourth-ventricle?lang=us,
Oct07,Deep cerebral venous system,Internal cerebral vein,Basal vein of Rosenthal,Vein of Galen,Straight sinus,green,https://radiopaedia.org/articles/internal-cerebral-vein?lang=us,https://radiopaedia.org/articles/basal-vein-of-rosenthal?lang=us,https://radiopaedia.org/articles/vein-of-galen-aneurysmal-malformation-1?lang=us,https://radiopaedia.org/articles/straight-sinus?lang=us,
Oct07,ICU neurologic complications,Cognitive impairment,Critical illness polyneuropathy,Critical illness myopathy,Delirium,yellow,https://www.nejm.org/doi/full/10.1056/NEJMoa1301372,https://pmc.ncbi.nlm.nih.gov/articles/PMC4146320/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8958813/,https://www.ncbi.nlm.nih.gov/books/NBK559280/,
Oct07,Antiseizure drug adverse effects,Hyperammonemia,Rash,Hyponatremia,Kidney stones,purple,https://pmc.ncbi.nlm.nih.gov/articles/PMC6007737/,https://www.ncbi.nlm.nih.gov/books/NBK470442/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11066697/,https://www.ncbi.nlm.nih.gov/books/NBK554530/,
Oct08,Posterior fossa cisterns,Prepontine ,Cerebellopontine angle ,Quadrigeminal ,Cisterna magna,blue,https://radiopaedia.org/articles/prepontine-cistern?lang=us,https://radiopaedia.org/articles/cerebellopontine-angle-cistern?lang=us,https://radiopaedia.org/articles/quadrigeminal-cistern?lang=us,https://radiopaedia.org/articles/cisterna-magna?lang=us,
Oct08,Basal ganglia nuclei,Caudate nucleus,Putamen,Globus pallidus ,Subthalamic nucleus,green,https://radiopaedia.org/articles/caudate-nucleus?lang=us,https://radiopaedia.org/articles/putamen?lang=us,https://radiopaedia.org/articles/globus-pallidus?lang=us,https://radiopaedia.org/articles/subthalamic-nucleus?lang=us,
Oct08,Toxic neuropathies,Lead ,Arsenic ,Thallium ,Organophosphate ,yellow,https://www.ncbi.nlm.nih.gov/books/NBK563167/,https://www.ncbi.nlm.nih.gov/books/NBK560920/,https://www.ncbi.nlm.nih.gov/books/NBK598070/,https://www.ncbi.nlm.nih.gov/books/NBK470430/,
Oct08,Neurologic complications of malignancy,Leptomeningeal carcinomatosis,Brain metastases,Spinal cord compression,Hypercoagulable stroke,purple,https://www.ncbi.nlm.nih.gov/books/NBK499862/,https://www.ncbi.nlm.nih.gov/books/NBK470246/,https://www.ncbi.nlm.nih.gov/books/NBK557604/,https://www.ncbi.nlm.nih.gov/books/NBK562222/,
Oct09,Spinal cord tracts,Lateral corticospinal ,Spinothalamic ,Posterior columns,Dorsal spinocerebellar ,blue,https://radiopaedia.org/articles/corticospinal-tract?lang=us,https://radiopaedia.org/articles/spinothalamic-tracts?lang=us,https://radiopaedia.org/articles/dorsal-columns?lang=us,https://radiopaedia.org/articles/spinocerebellar-tract?lang=us,
Oct09,Temporal bone anatomy,Tegmen tympani,Mastoid antrum,Fallopian canal,Internal auditory meatus,green,https://radiopaedia.org/articles/tegmen-tympani?lang=us,https://radiopaedia.org/articles/mastoid-antrum?lang=us,https://radiopaedia.org/articles/fallopian-canal?lang=us,https://radiopaedia.org/articles/internal-acoustic-canal?lang=us,
Oct09,Uremic and dialysis-related neurologic disorders,Uremic encephalopathy,Dialysis disequilibrium syndrome,Uremic peripheral neuropathy,Restless legs syndrome,yellow,https://www.ncbi.nlm.nih.gov/books/NBK564327/,https://www.ncbi.nlm.nih.gov/books/NBK559018/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3311733/,https://www.ncbi.nlm.nih.gov/books/NBK430878/,
Oct09,Toxic-metabolic encephalopathies,Carbon monoxide ,Methanol ,Ethylene glycol ,Manganese ,purple,https://www.ncbi.nlm.nih.gov/books/NBK430740/,https://www.ncbi.nlm.nih.gov/books/NBK482121/,https://www.ncbi.nlm.nih.gov/books/NBK537009/,https://www.ncbi.nlm.nih.gov/books/NBK560903/,
Oct10,Corpus callosum parts,Genu,Body,Splenium ,Rostrum ,blue,https://radiopaedia.org/articles/corpus-callosum?lang=us,https://radiopaedia.org/articles/corpus-callosum?lang=us,https://radiopaedia.org/articles/corpus-callosum?lang=us,https://radiopaedia.org/articles/corpus-callosum?lang=us,
Oct10,Skull base compartments,Infratemporal fossa,Pterygopalatine fossa,Parapharyngeal space,Masticator space,green,https://radiopaedia.org/articles/infratemporal-fossa?lang=us,https://radiopaedia.org/articles/pterygopalatine-fossa?lang=us,https://radiopaedia.org/articles/parapharyngeal-space?lang=us,https://radiopaedia.org/articles/masticator-space?lang=us,
Oct10,Aneurysmal subarachnoid hemorrhage complications,Vasospasm,Hydrocephalus,Delayed cerebral ischemia,Hyponatremia,yellow,https://radiopaedia.org/articles/cerebral-vasospasm-following-subarachnoid-haemorrhage?lang=us,https://radiopaedia.org/articles/hydrocephalus?lang=us,https://radiopaedia.org/articles/delayed-cerebral-ischaemia?lang=us,https://www.ncbi.nlm.nih.gov/books/NBK534855/,
Oct10,Antipsychotic-induced movement disorders,Acute dystonia,Tardive dyskinesia,Neuroleptic malignant syndrome,Akathisia,purple,https://www.ncbi.nlm.nih.gov/books/NBK531466/,https://www.ncbi.nlm.nih.gov/books/NBK448207/,https://www.ncbi.nlm.nih.gov/books/NBK482282/,https://www.ncbi.nlm.nih.gov/books/NBK519543/,
Oct11,Limbic system structures,Hippocampus,Amygdala,Fornix,Mammillary bodies,blue,https://radiopaedia.org/articles/hippocampus?lang=us,https://radiopaedia.org/articles/amygdala?lang=us,https://radiopaedia.org/articles/fornix-brain?lang=us,https://radiopaedia.org/articles/mammillary-bodies?lang=us,
Oct11,Cranial parasympathetic ganglia,Ciliary ,Pterygopalatine ,Submandibular ,Otic ,green,https://radiopaedia.org/articles/ciliary-ganglion?lang=us,https://radiopaedia.org/articles/pterygopalatine-ganglion,https://radiopaedia.org/articles/submandibular-ganglion?lang=us,https://radiopaedia.org/articles/otic-ganglion,
Oct11,Antibiotic-related neurologic toxicities,Encephalopathy,Ototoxicity,Seizures,Peripheral neuropathy,yellow,https://radiopaedia.org/articles/metronidazole-central-nervous-system-toxicity-1?lang=us,https://pmc.ncbi.nlm.nih.gov/articles/PMC1768868/,https://pubmed.ncbi.nlm.nih.gov/24744302/,https://www.ncbi.nlm.nih.gov/books/NBK470526/,
Oct11,Neurologic complications of electrolyte disorders,Hypernatremic encephalopathy,Hypocalcemic tetany,Hypercalcemic encephalopathy,Osmotic demyelination syndrome,purple,https://www.ncbi.nlm.nih.gov/books/NBK441960/,https://www.ncbi.nlm.nih.gov/books/NBK430912/,https://www.ncbi.nlm.nih.gov/books/NBK430714/,https://www.ncbi.nlm.nih.gov/books/NBK551697/,
Oct12,Cervical spine ligaments,Anterior longitudinal ,Posterior longitudinal ,Flavum,Interspinous ,blue,https://radiopaedia.org/articles/anterior-longitudinal-ligament?lang=us,https://radiopaedia.org/articles/posterior-longitudinal-ligament?lang=us,https://radiopaedia.org/articles/ligamentum-flavum?lang=us,https://radiopaedia.org/articles/interspinous-ligament?lang=us,
Oct12,Olfactory pathway anatomy,Nerve,Bulb,Tract,Piriform cortex,green,https://radiopaedia.org/articles/olfactory-nerve?lang=us,https://radiopaedia.org/articles/olfactory-system?lang=us,https://radiopaedia.org/articles/olfactory-system?lang=us,https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2014.00259/full,
Oct12,Infectious myelopathies,HTLV-1 associated myelopathy,Syphilitic myelitis,Elsberg syndrome,VZV myelitis,yellow,https://www.ncbi.nlm.nih.gov/books/NBK560825/,https://www.ncbi.nlm.nih.gov/books/NBK540979/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5427668/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8407226/,
Oct12,Neurosyphilis syndromes,Tabes dorsalis,Meningovasculitis,General paresis,Ocular deficits,purple,https://www.ncbi.nlm.nih.gov/sites/books/NBK557891/,https://www.ncbi.nlm.nih.gov/books/NBK540979/,https://www.ncbi.nlm.nih.gov/books/NBK534780/,https://www.cdc.gov/syphilis/hcp/neurosyphilis-ocular-syphilis-otosyphilis/index.html,
Oct13,Orbital spaces/compartments,Intraconal ,Extraconal ,Subperiosteal ,Optic nerve-sheath complex,blue,https://radiopaedia.org/articles/intraconal-orbital-compartment?lang=us,https://radiopaedia.org/articles/extraconal-orbital-compartment?lang=us,https://radiopaedia.org/articles/subperiosteal-abscess?lang=us,https://radiopaedia.org/articles/orbital-spaces?lang=us,
Oct13,Craniovertebral junction anatomy,Foramen magnum,Clivus,Atlanto-occipital joint,Odontoid process,green,https://radiopaedia.org/articles/foramen-magnum?lang=us,https://radiopaedia.org/articles/clivus?lang=us,https://radiopaedia.org/articles/atlanto-occipital-articulation?lang=us,https://radiopaedia.org/articles/odontoid-fracture?lang=us,
Oct13,Monoclonal gammopathy-related neuropathies,AL amyloidosis ,Anti-MAG ,POEMS syndrome,Multiple myeloma ,yellow,https://pmc.ncbi.nlm.nih.gov/articles/PMC3531896/,https://www.sciencedirect.com/science/article/pii/S0165572821002526,https://rarediseases.org/rare-diseases/poems-syndrome/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2817035/,
Oct13,Prion diseases,Creutzfeldt-Jakob disease,Kuru,Gerstmann-Straussler-Scheinker disease,Fatal familial insomnia,purple,https://www.ncbi.nlm.nih.gov/books/NBK507860/,https://www.ncbi.nlm.nih.gov/books/NBK559103/,https://www.ninds.nih.gov/health-information/disorders/transmissible-spongiform-encephalopathies,https://www.ncbi.nlm.nih.gov/books/NBK482208/,
Oct14,Cranial nerve nuclei (brainstem),Oculomotor ,Abducens ,Ambiguus,Hypoglossal ,blue,https://radiopaedia.org/articles/oculomotor-nucleus?lang=us,https://radiopaedia.org/articles/abducensnucleus?lang=us,https://radiopaedia.org/articles/nucleus-ambiguus?lang=us,https://radiopaedia.org/articles/hypoglossal-nucleus?lang=us,
Oct14,Skull base lines and planes,McGregor ,Chamberlain ,McRae ,Wackenheim clivus ,green,https://radiopaedia.org/articles/mcgregor-line-1?lang=us,https://radiopaedia.org/articles/chamberlain-line?lang=us,https://radiopaedia.org/articles/mcrae-line?lang=us,https://radiopaedia.org/articles/wackenheim-line?lang=us,
Oct14,Immune checkpoint inhibitor neurologic toxicities,Aseptic meningitis,Encephalitis,Myositis,AIDP,yellow,https://pmc.ncbi.nlm.nih.gov/articles/PMC8010823/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8758326/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7246673/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11216129/,
Oct14,Migraine variants,Hemiplegic ,Retinal ,Brainstem aura,Abdominal ,purple,https://radiopaedia.org/articles/hemiplegic-migraine?lang=us,https://www.ncbi.nlm.nih.gov/books/NBK507725/,https://www.ncbi.nlm.nih.gov/books/NBK507878/,https://radiopaedia.org/articles/abdominal-migraine?lang=us,
Oct15,Posterior circulation arteries,Vertebral ,Basilar ,Posterior inferior cerebellar ,Anterior inferior cerebellar ,blue,https://radiopaedia.org/articles/vertebral-artery?lang=us,https://radiopaedia.org/articles/basilar-artery?lang=us,https://radiopaedia.org/articles/posterior-inferior-cerebellar-artery?lang=us,https://radiopaedia.org/articles/anterior-inferior-cerebellar-artery?lang=us,
Oct15,Pineal region anatomy,Pineal gland,Habenula,Posterior commissure,Quadrigeminal plate,green,https://radiopaedia.org/articles/pineal-gland?lang=us,https://radiopaedia.org/articles/habenula?lang=us,https://radiopaedia.org/articles/posterior-commissure?lang=us,https://radiopaedia.org/articles/quadrigeminal-plate?lang=us,
Oct15,Cerebellar anatomy,Vermis,Primary fissure,Flocculonodular lobe,Tonsil,yellow,https://radiopaedia.org/articles/vermis?lang=us,https://radiopaedia.org/articles/cerebellum?lang=us,https://radiopaedia.org/articles/cerebellum?lang=us,https://radiopaedia.org/articles/cerebellar-tonsils?lang=us,
Oct15,Peripheral nerve vasculitides,Systemic lupus erythematosus (SLE),Polyarteritis nodosa ,ANCA-associated ,Cryoglobulinemia,purple,https://pmc.ncbi.nlm.nih.gov/articles/PMC8615745/,https://www.ncbi.nlm.nih.gov/books/NBK482157/,https://www.ncbi.nlm.nih.gov/books/NBK531484/,https://www.ncbi.nlm.nih.gov/books/NBK557606/,
Oct16,Internal capsule segments,Anterior limb ,Genu ,Posterior,Retrolenticulum,blue,https://radiopaedia.org/articles/internal-capsule?lang=us,https://radiopaedia.org/articles/internal-capsule?lang=us,https://radiopaedia.org/articles/internal-capsule?lang=us,https://radiopaedia.org/articles/internal-capsule?lang=us,
Oct16,Sphenoid bone parts,Lesser wing,Greater wing,Sella turcica,Pterygoid process,green,https://radiopaedia.org/articles/lesser-wing-of-sphenoid?lang=us,https://radiopaedia.org/articles/greater-wing-of-sphenoid?lang=us,https://radiopaedia.org/articles/pituitary-fossa?lang=us,https://radiopaedia.org/articles/pterygoid-processes?lang=us,
Oct16,Stroke thrombolysis contraindications,Intracranial hemorrhage,Large established infarct,Recent intracranial surgery,Infective endocarditis,yellow,https://www.ncbi.nlm.nih.gov/books/NBK557411/,https://www.heart.org/-/media/Files/Affiliates/MWA/Iowa-ML-Resources/Treatment-of-Stroke-with-Thrombolytics.pdf,https://www.statpearls.com/point-of-care/30217,https://pmc.ncbi.nlm.nih.gov/articles/PMC6196617/,
Oct16,Neurologic complications of COVID-19,Anosmia,Cerebral venous sinus thrombosis,Guillain-Barre syndrome after COVID-19,Encephalitis,purple,https://www.ncbi.nlm.nih.gov/books/NBK482152/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7658892/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9842533/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9406394/,
Oct17,Cavernous sinus contents,Oculomotor nerve,Trochlear nerve,Abducens nerve,Internal carotid artery,blue,https://radiopaedia.org/articles/oculomotor-nerve?lang=us,https://radiopaedia.org/articles/trochlear-nerve?lang=us,https://radiopaedia.org/articles/abducens-nerve?lang=us,https://radiopaedia.org/articles/internal-carotid-artery-1?lang=us,
Oct17,Thalamic nuclei,Anterior ,Ventral posterolateral ,Pulvinar,Mediodorsal ,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC8365837/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7964215/,https://radiopaedia.org/articles/pulvinar-sign-cns?lang=us,https://pmc.ncbi.nlm.nih.gov/articles/PMC7563683/,
Oct17,Neurologic complications of liver disease,Encephalopathy,Acquired hepatocerebral degeneration,Asterixis,Myelopathy,yellow,https://www.ncbi.nlm.nih.gov/books/NBK430869/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5623760/,https://www.ncbi.nlm.nih.gov/books/NBK535445/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11181619/,
Oct17,Hereditary spastic paraplegias,Spastin-related ,Paraplegin-related ,SPG11 ,Atlastin-related,purple,https://www.ncbi.nlm.nih.gov/books/NBK1160/,https://www.ncbi.nlm.nih.gov/books/NBK1107/,https://www.ncbi.nlm.nih.gov/books/NBK1210/,https://www.ncbi.nlm.nih.gov/books/NBK45978/,
Oct18,Calvarial bones,Frontal ,Parietal ,Temporal ,Occipital ,blue,https://radiopaedia.org/articles/frontal-bone?lang=us,https://radiopaedia.org/articles/parietal-bone?lang=us,https://radiopaedia.org/articles/temporal-bone-1?lang=us,https://radiopaedia.org/articles/occipital-bone?lang=us,
Oct18,Midbrain landmarks,Quadrigeminal plate,Periaqueductal gray,Red nucleus,Substantia nigra,green,https://radiopaedia.org/articles/quadrigeminal-plate?lang=us,https://radiopaedia.org/articles/periaqueductal-grey-matter-1?lang=us,https://radiopaedia.org/articles/red-nucleus?lang=us,https://radiopaedia.org/articles/substantia-nigra?lang=us,
Oct18,Myasthenia gravis presentations,Ocular ,Bulbar ,Generalized ,Cholinergic crisis,yellow,https://www.ncbi.nlm.nih.gov/books/NBK559331/,https://www.ncbi.nlm.nih.gov/books/NBK559331/,https://www.ncbi.nlm.nih.gov/books/NBK559331/,https://www.ncbi.nlm.nih.gov/books/NBK482433/,
Oct18,CNS sarcoidosis manifestations,Bell's palsy,Hypothalamic-pituitary dysfunction,Spinal cord myelopathy,Basilar meningitis,purple,https://radiopaedia.org/articles/neurosarcoidosis?lang=us,https://radiopaedia.org/articles/neurosarcoidosis?lang=us,https://radiopaedia.org/articles/neurosarcoidosis?lang=us,https://radiopaedia.org/articles/neurosarcoidosis?lang=us,
Oct19,Rectus extraocular muscles,Superior ,Inferior ,Medial ,Lateral ,blue,https://radiopaedia.org/articles/superior-rectus-muscle?lang=us,https://radiopaedia.org/articles/inferior-rectus-muscle?lang=us,https://radiopaedia.org/articles/medial-rectus-muscle?lang=us,https://radiopaedia.org/articles/lateral-rectus-muscle?lang=us,
Oct19,Spinal cord vascular supply,Anterior spinal ,Posterior spinal ,Adamkiewicz,Radiculomedullary ,green,https://radiopaedia.org/articles/anterior-spinal-artery?lang=us,https://radiopaedia.org/articles/posterior-spinal-arteries?lang=us,https://radiopaedia.org/articles/artery-of-adamkiewicz?lang=us,https://radiopaedia.org/articles/spinal-cord-circulation?lang=us,
Oct19,Status epilepticus management complications,Propofol infusion syndrome,Refractory status epilepticus,Rhabdomyolysis,Lactic acidemia,yellow,https://pmc.ncbi.nlm.nih.gov/articles/PMC9671386/,https://www.e-jnc.org/upload/pdf/jnc-230037.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC6039628/,https://pubmed.ncbi.nlm.nih.gov/40051160/,
Oct19,Neurologic complications of sickle cell disease,Ischemic stroke ,Moyamoya,Silent cerebral infarct,Intracranial hemorrhage,purple,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3267235/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4158242/,https://www.ncbi.nlm.nih.gov/books/NBK482164/,https://jamanetwork.com/journals/jamapediatrics/article-abstract/512493,
Oct20,Superficial cerebral veins,Superficial middle cerebral ,Labbe,Trolard,Superior cerebral ,blue,https://radiopaedia.org/articles/superficial-middle-cerebral-vein?lang=us,https://radiopaedia.org/articles/inferior-anastomotic-vein?lang=us,https://radiopaedia.org/articles/venous-circle-of-trolard?lang=us,https://radiopaedia.org/articles/superior-cerebral-veins?lang=us,
Oct20,Pituitary gland parts,Adenohypophysis,Neurohypohysis,Infundibulum,Pituitary pars intermedia,green,https://radiopaedia.org/articles/anterior-pituitary,https://radiopaedia.org/articles/posterior-pituitary,https://radiopaedia.org/articles/pituitary-stalk?lang=us,https://radiopaedia.org/articles/pituitary-gland?lang=us,
Oct20,Stroke mimics,Hypoglycemia,Todd paralysis,Migraine aura,Functional neurologic disorder,yellow,https://www.ncbi.nlm.nih.gov/books/NBK534841/,https://www.ncbi.nlm.nih.gov/books/NBK532238/,https://www.ncbi.nlm.nih.gov/books/NBK560787/,https://www.ncbi.nlm.nih.gov/books/NBK551567/,
Oct20,Neurotoxicity of chemotherapeutic agents,Cisplatin neuropathy,Oxaliplatin neuropathy,Cytarabine cerebellar toxicity,Ifosfamide encephalopathy,purple,https://pmc.ncbi.nlm.nih.gov/articles/PMC7850121/,https://www.ncbi.nlm.nih.gov/books/NBK557690/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5437478/,https://www.ncbi.nlm.nih.gov/books/NBK542169/,
Oct21,Cerebral arterial variants,Basilar fenestration,Persistent hypoglossal ,A1 hypoplasia,Vertebral fenestration,blue,https://radiopaedia.org/articles/basilar-artery-fenestration?lang=us,https://radiopaedia.org/articles/persistent-hypoglossal-artery-2?lang=us,https://radiopaedia.org/articles/anterior-cerebral-artery-hypoplasia-or-absence?lang=us,https://radiopaedia.org/cases/vertebral-artery-fenestration?lang=us,
Oct21,Temporal lobe gyri,Heschl's,Middle temporal ,Fusiform,Parahippocampal ,green,https://radiopaedia.org/articles/heschls-gyrus-1?lang=us,https://radiopaedia.org/articles/middle-temporal-gyrus?lang=us,https://radiopaedia.org/articles/fusiform-gyrus?lang=us,https://radiopaedia.org/articles/parahippocampal-gyrus?lang=us,
Oct21,Complications of lumbar puncture,Post-dural puncture headache,Intracranial hypotension,Cerebral venous sinus thrombosis,Brain herniation,yellow,https://www.ncbi.nlm.nih.gov/books/NBK430925/,https://www.neurology.org/doi/10.1212/CPJ.0000000000200290,https://www.ncbi.nlm.nih.gov/books/NBK459315/,https://pubmed.ncbi.nlm.nih.gov/17712055/,
Oct21,Peripheral nerve tumors,Schwannoma,Neurofibroma,Perineurioma,Traumatic neuroma,purple,https://radiopaedia.org/articles/schwannoma?lang=us,https://radiopaedia.org/articles/neurofibroma?lang=us,https://radiopaedia.org/articles/perineurioma?lang=us,https://radiopaedia.org/articles/traumatic-neuroma?lang=us,
Oct22,Frontal lobe gyri,Superior frontal ,Middle frontal ,Inferior frontal ,Precentral ,blue,https://radiopaedia.org/articles/superior-frontal-gyrus?lang=us,https://radiopaedia.org/articles/middle-frontal-gyrus?lang=us,https://radiopaedia.org/articles/inferior-frontal-gyrus?lang=us,https://radiopaedia.org/articles/precentral-gyrus?lang=us,
Oct22,Parietal lobe gyri,Postcentral gyrus,Superior lobule,Inferior lobule,Angular ,green,https://radiopaedia.org/articles/postcentral-gyrus?lang=us,https://radiopaedia.org/articles/superior-parietal-lobule?lang=us,https://radiopaedia.org/articles/inferior-parietal-lobule?lang=us,https://radiopaedia.org/articles/angular-gyrus?lang=us,
Oct22,Neuro-ophthalmic emergencies,Central retinal artery occlusion,Orbital compartment syndrome,Arteritic anterior ischemic optic neuropathy,Non-arteritic anterior ischemic optic neuropathy,yellow,https://radiopaedia.org/articles/central-retinal-artery-occlusion?lang=us,https://radiopaedia.org/articles/orbital-compartment-syndrome?lang=us,https://www.ncbi.nlm.nih.gov/books/NBK560577/,https://www.ncbi.nlm.nih.gov/books/NBK559045/,
Oct22,Peripheral nerve injury types,Neurapraxia,Axonotmesis,Neurotmesis,Wallerian degeneration,purple,https://www.ncbi.nlm.nih.gov/books/NBK560501/,https://www.ncbi.nlm.nih.gov/books/NBK562304/,https://www.ncbi.nlm.nih.gov/books/NBK559108/,https://www.ncbi.nlm.nih.gov/books/NBK549848/,
Oct23,Occipital lobe gyri,Cuneus,Lingual ,Lateral occipital ,Occipital pole,blue,https://radiopaedia.org/articles/cuneus?lang=us,https://radiopaedia.org/articles/lingual-gyrus?lang=us,https://radiopaedia.org/articles/occipital-lobe?lang=us,https://radiopaedia.org/articles/occipital-pole?lang=us,
Oct23,Trigeminal nerve divisions,Ophthalmic ,Maxillary ,Mandibular ,Trigeminal ganglion,green,https://www.ncbi.nlm.nih.gov/books/NBK549919/,https://www.ncbi.nlm.nih.gov/books/NBK542277/,https://www.ncbi.nlm.nih.gov/books/NBK507820/,https://www.ncbi.nlm.nih.gov/books/NBK556085/,
Oct23,Neurologic complications of diabetes,Small fiber neuropathy,Lumbosacral radiculoplexus neuropathy,Autonomic neuropathy,Cranial neuropathy,yellow,https://www.ncbi.nlm.nih.gov/books/NBK582147/,https://www.ncbi.nlm.nih.gov/books/NBK560491/,https://www.ncbi.nlm.nih.gov/books/NBK430888/,https://www.ncbi.nlm.nih.gov/books/NBK526112/,
Oct23,Tetanus and neurologic syndromes,Generalized ,Cephalic ,Neonatal ,Local ,purple,https://www.ncbi.nlm.nih.gov/books/NBK559008/,https://www.ncbi.nlm.nih.gov/books/NBK559008/,https://www.ncbi.nlm.nih.gov/books/NBK559008/,https://www.ncbi.nlm.nih.gov/books/NBK559008/,
Oct24,Basal cisterns,Interpeduncular ,Ambient ,Quadrigeminal ,Prepontine ,blue,https://radiopaedia.org/articles/interpeduncular-cistern?lang=us,https://radiopaedia.org/articles/ambient-cistern?lang=us,https://radiopaedia.org/articles/quadrigeminal-cistern-1?lang=us,https://radiopaedia.org/articles/prepontine-cistern-1?lang=us,
Oct24,Insular cortex gyri,Short gyri,Long gyrus,Limiting sulci,Insular apex,green,https://radiopaedia.org/articles/insular-cortex?lang=us,https://radiopaedia.org/articles/insular-cortex?lang=us,https://radiopaedia.org/articles/circular-sulcus?lang=us,https://radiopaedia.org/articles/insular-cortex?lang=us,
Oct24,Toxic optic neuropathies,Methanol ,Ethambutol ,Amiodarone ,Linezolid ,yellow,https://www.ncbi.nlm.nih.gov/books/NBK482121/,https://www.ncbi.nlm.nih.gov/books/NBK559050/,https://www.ncbi.nlm.nih.gov/books/NBK482154/,https://www.ncbi.nlm.nih.gov/books/NBK539793/,
Oct24,Sleep-related neurologic disorders,Narcolepsy,Restless legs syndrome,Idiopathic hypersomnia,Kleine-Levin syndrome,purple,https://www.ninds.nih.gov/health-information/disorders/narcolepsy,https://www.ninds.nih.gov/health-information/disorders/restless-legs-syndrome,https://www.ncbi.nlm.nih.gov/books/NBK585065/,https://www.ncbi.nlm.nih.gov/books/NBK568756/,
Oct25,Callosal pericallosal arteries,Pericallosal ,Callosomarginal ,Frontopolar ,Orbitofrontal ,blue,https://radiopaedia.org/articles/pericallosal-artery?lang=us,https://radiopaedia.org/articles/callosomarginal-artery?lang=us,https://radiopaedia.org/articles/frontopolar-artery?lang=us,https://radiopaedia.org/articles/orbitofrontal-artery?lang=us,
Oct25,Parahippocampal anatomy,Temporal horn ,Choroid fissure,Collateral eminence,Hippocampal head,green,https://radiopaedia.org/articles/lateral-ventricle-1,https://radiopaedia.org/articles/choroidal-fissure?lang=us,https://www.imaios.com/en/e-anatomy/anatomical-structures/collateral-eminence-116937264,https://radiopaedia.org/articles/hippocampus?lang=us,
Oct25,Paroxysmal movement disorders,Kinesigenic,Familial non-kinesigenic,Exercise-induced,Hypnogenic,yellow,https://pmc.ncbi.nlm.nih.gov/articles/PMC4020647/,https://www.ncbi.nlm.nih.gov/books/NBK1221/,https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2021.658178/full,https://pmc.ncbi.nlm.nih.gov/articles/PMC4830198/,
Oct25,Neurologic complications of pregnancy and puerperium,Eclampsia,Cerebral venous thrombosis,Sheehan syndrome,Amniotic fluid embolism,purple,https://www.ncbi.nlm.nih.gov/books/NBK554392/,https://radiopaedia.org/articles/cerebral-venous-thrombosis?lang=us,https://www.ncbi.nlm.nih.gov/books/NBK459166/,https://www.ncbi.nlm.nih.gov/books/NBK559107/,
Oct26,Neurologic complications of organ transplantation,Calcineurin inhibitor neurotoxicity,Cytomegalovirus encephalitis,Varicella zoster virus encephalitis,Cerebral aspergillosis,purple,https://www.ncbi.nlm.nih.gov/books/NBK558995/,https://radiopaedia.org/articles/cytomegalovirus-encephalitis?lang=us,https://radiopaedia.org/articles/varicella-zoster-virus-encephalitis?lang=us,https://radiopaedia.org/articles/cns-aspergillosis?lang=us,
Oct26,Cervical spine ligaments,Alar ,Cruciate of atlas,Tectorial membrane,Apical ,green,https://radiopaedia.org/articles/alar-ligament?lang=us,https://radiopaedia.org/articles/cruciate-ligament-of-the-atlas?lang=us,https://radiopaedia.org/articles/tectorial-membrane-of-the-spine?lang=us,https://radiopaedia.org/articles/apical-ligament?lang=us,
